zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,info3String,brokerName,timeOnZillow,latLong.latitude,latLong.longitude,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.unit,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceChange,hdpData.homeInfo.priceReduction,hdpData.homeInfo.videoCount,minBeds,minBaths,minArea,buildingId,isBuilding,canSaveBuilding,unitCount,lotId,badgeInfo.type,badgeInfo.text,hdpData.homeInfo.listing_sub_type.is_newHome,hdpData.homeInfo.newConstructionType,availabilityDate,lotAreaString,info2String,streetViewURL,streetViewMetadataURL,buildingName,flexFieldText,flexFieldType,plid,communityName,builderName,isCdpResult,isComingSoonCommunity,hdpData.homeInfo.listing_sub_type.is_bankOwned,hdpData.homeInfo.providerListingID,style,isNewYorkState,hdpData.homeInfo.listing_sub_type.is_comingSoon,hdpData.homeInfo.listing_sub_type.is_FSBO,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.listing_sub_type.is_forAuction
53900545,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/99e08d43c2d97449afc5beb24d3046d0-p_e.jpg,True,/homedetails/4246-NE-Flanders-St-Portland-OR-97213/53900545_zpid/,FOR_SALE,Active,"$985,000",$985K,"4246 NE Flanders St, Portland, OR 97213",4.0,2.0,3396.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,Living Room Realty,462483000.0,45.525467,-122.619225,53900545.0,4246 NE Flanders St,97213,Portland,OR,45.525467,-122.619225,985000.0,2.0,4.0,3396.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,985000.0,462483000.0,True,False,False,USD,USA,967380.0,3920.4,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53914744,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/9329935c2b6e17dff797d158c184a7d1-p_e.jpg,True,/homedetails/2707-SW-Homar-Ave-Portland-OR-97201/53914744_zpid/,FOR_SALE,Active,"$790,000",$790K,"2707 SW Homar Ave, Portland, OR 97201",3.0,3.0,2533.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,Living Room Realty,548883000.0,45.50557,-122.70628,53914744.0,2707 SW Homar Ave,97201,Portland,OR,45.50557,-122.70628,790000.0,3.0,3.0,2533.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,790000.0,548883000.0,True,False,False,USD,USA,740170.0,5227.2,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53996836,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/5045b9adbf783e9b226f5ea332719b22-p_e.jpg,True,/homedetails/7200-NW-Thompson-Rd-Portland-OR-97229/53996836_zpid/,FOR_SALE,Active,"$430,000",$430K,"7200 NW Thompson Rd, Portland, OR 97229",2.0,1.0,2641.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,Keller Williams PDX Central,548883000.0,45.542896,-122.75131,53996836.0,7200 NW Thompson Rd,97229,Portland,OR,45.542896,-122.75131,430000.0,1.0,2.0,2641.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,430000.0,548883000.0,True,False,False,USD,USA,588730.0,7.82,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53956239,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/43d4dbb368bdd852082c84f6063fc2af-p_e.jpg,True,/homedetails/5220-SW-19th-Dr-Portland-OR-97239/53956239_zpid/,FOR_SALE,Active,"$1,195,000",$1.20M,"5220 SW 19th Dr, Portland, OR 97239",4.0,3.0,3114.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,True,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,Knipe Realty ERA Powered,1153683000.0,45.485252,-122.69692,53956239.0,5220 SW 19th Dr,97239,Portland,OR,45.485252,-122.69692,1195000.0,3.0,4.0,3114.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,1195000.0,1153683000.0,True,False,False,USD,USA,988830.0,0.35,acres,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53906341,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/d407f9f8ff1c717a9a4705bb1398dfe2-p_e.jpg,True,/homedetails/8223-NE-Eugene-St-Portland-OR-97220/53906341_zpid/,FOR_SALE,Active,"$374,999",$375K,"8223 NE Eugene St, Portland, OR 97220",2.0,2.0,1616.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,Oregon First,3572883000.0,45.538235,-122.57834,53906341.0,8223 NE Eugene St,97220,Portland,OR,45.538235,-122.57834,374999.0,2.0,2.0,1616.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,374999.0,3572883000.0,True,False,False,USD,USA,418650.0,5227.2,sqft,False,,,,True,Sun. 1-3pm,"[{'open_house_start': 1727035200000, 'open_house_end': 1727042400000}]",1726038000000.0,-25001.0,"$25,001 (Sep 11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53874785,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/65b290805b5ee8ca1e629219cc4be3d8-p_e.jpg,True,/homedetails/2656-SW-Brae-Mar-Ct-Portland-OR-97201/53874785_zpid/,FOR_SALE,Active,"$750,000",$750K,"2656 SW Brae Mar Ct, Portland, OR 97201",3.0,3.0,1973.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,Windermere Realty Trust,116883000.0,45.505356,-122.69607,53874785.0,2656 SW Brae Mar Ct,97201,Portland,OR,45.505356,-122.69607,750000.0,3.0,3.0,1973.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,750000.0,116883000.0,True,False,False,USD,USA,729350.0,5662.8,sqft,False,,,,True,Sat. 11am-1pm,"[{'open_house_start': 1726941600000, 'open_house_end': 1726948800000}, {'open_house_start': 1727038800000, 'open_house_end': 1727046000000}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48245640,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/a0fc7de5e5b8338f8ff34e4e771716ee-p_e.jpg,True,/homedetails/5826-SE-Oetkin-Rd-Milwaukie-OR-97267/48245640_zpid/,FOR_SALE,Active,"$829,900",$830K,"5826 SE Oetkin Rd, Milwaukie, OR 97267",3.0,3.0,2523.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,RE/MAX Equity Group,203283000.0,45.413193,-122.60241,48245640.0,5826 SE Oetkin Rd,97267,Milwaukie,OR,45.413193,-122.60241,829900.0,3.0,3.0,2523.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,829900.0,203283000.0,True,False,False,USD,USA,940525.0,0.79,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53878976,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/11c3662b082bacefd669017cd90bf225-p_e.jpg,True,/homedetails/5519-SW-Multnomah-Blvd-Portland-OR-97219/53878976_zpid/,FOR_SALE,Active,"$250,000",$250K,"5519 SW Multnomah Blvd, Portland, OR 97219",2.0,2.0,1088.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,John L. Scott Portland Central,1758483000.0,45.4683,-122.73379,53878976.0,5519 SW Multnomah Blvd,97219,Portland,OR,45.4683,-122.73379,250000.0,2.0,2.0,1088.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,250000.0,1758483000.0,True,False,False,USD,USA,294950.0,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53998050,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/2826b0a48d6b076dc0b94a0e0cf2cf5b-p_e.jpg,True,/homedetails/5540-SW-Hewett-Blvd-Portland-OR-97221/53998050_zpid/,FOR_SALE,Active,"$1,095,000",$1.10M,"5540 SW Hewett Blvd, Portland, OR 97221",3.0,3.0,2766.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,Windermere Realty Trust,376083000.0,45.50477,-122.73524,53998050.0,5540 SW Hewett Blvd,97221,Portland,OR,45.50477,-122.73524,1095000.0,3.0,3.0,2766.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,1095000.0,376083000.0,True,False,False,USD,USA,1253600.0,1.07,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53937517,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/52a9e8ebbf677e904f4eef8793a4e2c9-p_e.jpg,True,/homedetails/4628-SE-Powell-Butte-Pkwy-Portland-OR-97236/53937517_zpid/,FOR_SALE,Active,"$437,000",$437K,"4628 SE Powell Butte Pkwy, Portland, OR 97236",3.0,2.0,1456.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,Knipe Realty ERA Powered,462483000.0,45.488945,-122.49048,53937517.0,4628 SE Powell Butte Pkwy,97236,Portland,OR,45.488945,-122.49048,437000.0,2.0,3.0,1456.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,437000.0,462483000.0,True,False,False,USD,USA,407650.0,6098.4,sqft,False,438100.0,2637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53895909,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/50a649f4245faf759593de01b7b2b509-p_e.jpg,True,/homedetails/7325-SW-53rd-Ave-Portland-OR-97219/53895909_zpid/,FOR_SALE,Active,"$435,000",$435K,"7325 SW 53rd Ave, Portland, OR 97219",3.0,1.0,1472.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,MORE Realty,548883000.0,45.471672,-122.73207,53895909.0,7325 SW 53rd Ave,97219,Portland,OR,45.471672,-122.73207,435000.0,1.0,3.0,1472.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,435000.0,548883000.0,True,False,False,USD,USA,520320.0,6098.4,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53920388,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/b7342330448aae32a83f3a5af0d6e955-p_e.jpg,True,/homedetails/631-NE-81st-Ave-Portland-OR-97213/53920388_zpid/,FOR_SALE,Active,"$575,000",$575K,"631 NE 81st Ave, Portland, OR 97213",4.0,2.0,2516.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,"Premiere Property Group, LLC",1758483000.0,45.52757,-122.580605,53920388.0,631 NE 81st Ave,97213,Portland,OR,45.52757,-122.580605,575000.0,2.0,4.0,2516.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,575000.0,1758483000.0,True,False,False,USD,USA,598590.0,6098.4,sqft,False,565500.0,3206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055947776,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/7cb8019dec4d351f6aaaeddd2659c46e-p_e.jpg,True,/homedetails/11868-N-Jantzen-Dr-Portland-OR-97217/2055947776_zpid/,FOR_SALE,Active,"$159,000",$159K,"11868 N Jantzen Dr, Portland, OR 97217",2.0,1.0,1140.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/53950349e40fb6dbfa60c0e2b93ad35b-zillow_web_48_23.jpg,MORE Realty,4091283000.0,45.608418,-122.680084,2055947776.0,11868 N Jantzen Dr,97217,Portland,OR,45.608418,-122.680084,159000.0,1.0,2.0,1140.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,159000.0,4091283000.0,True,False,False,USD,USA,,,,False,,,,,,,1724310000000.0,-40000.0,"$40,000 (Aug 22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
